conversation_id,user_rating,self_rating,judge_rating,total_turns,avg_user_length,avg_bot_length,primary_language,error_rate,error_count
conv_379,3.0,3.5,3.5,30,118.37,126.77,German,0.0,0
conv_380,6.5,6.5,6.5,30,118.67,194.03,French,0.0,0
conv_381,2.0,2.0,2.0,30,82.53,75.97,Arabic,0.0,0
conv_382,4.0,4.5,4.5,30,108.07,120.4,Spanish,0.0,0
conv_383,2.0,2.0,2.0,30,95.0,122.67,French,0.0,0
conv_384,4.0,5.0,4.5,30,102.23,130.3,Dutch,0.0,0
conv_385,6.5,6.5,6.5,30,86.83,170.5,English,0.0,0
conv_386,3.0,4.5,4.5,30,114.5,170.4,French,0.0,0
conv_387,3.0,3.5,3.5,30,99.33,145.1,English,0.0,0
conv_388,3.0,3.0,3.5,30,115.4,137.27,French,0.0,0
conv_389,3.0,3.5,3.5,30,103.87,144.77,Portuguese,0.0,0
conv_390,6.5,5.0,6.5,30,93.83,183.33,English,0.0,0
conv_391,2.0,2.0,2.0,30,98.33,140.43,English,0.0,0
conv_392,3.0,3.0,3.5,30,112.43,123.1,Spanish,0.0,0
conv_393,3.0,3.5,3.5,30,109.73,128.6,Spanish,0.0,0
conv_394,4.0,4.5,4.5,30,97.33,150.17,Dutch,0.0,0
conv_395,2.0,3.5,3.5,30,106.43,117.37,Spanish,0.0,0
conv_396,3.0,3.5,3.5,30,113.37,134.03,Spanish,0.0,0
conv_397,2.0,3.5,3.5,30,109.67,130.17,Spanish,0.0,0
conv_398,4.0,4.5,4.5,30,110.1,132.23,Spanish,0.0,0
conv_399,3.0,4.0,3.5,30,112.0,120.27,French,0.0,0
conv_400,4.0,4.5,4.5,30,93.53,159.87,English,0.0,0
conv_401,4.0,4.5,4.5,30,99.77,172.8,English,0.0,0
conv_402,3.0,4.5,3.5,30,97.17,161.93,English,0.0,0
conv_403,2.0,3.0,2.0,30,98.8,104.4,Swahili,0.0,0
conv_404,3.0,3.5,3.5,30,98.13,177.0,English,0.0,0
conv_405,4.5,5.0,4.5,30,108.57,139.17,Dutch,0.0,0
conv_406,3.0,3.0,3.5,30,100.87,138.7,English,0.0,0
conv_407,3.0,4.5,4.5,30,110.5,159.37,English,0.0,0
conv_408,4.0,4.5,4.5,30,99.1,154.17,Dutch,0.0,0
conv_409,4.5,4.5,4.5,30,110.33,151.37,Portuguese,0.0,0
conv_410,3.0,2.0,3.5,30,111.47,122.23,Spanish,0.0,0
conv_411,3.0,4.5,3.5,30,106.83,151.53,Dutch,0.0,0
conv_412,4.5,4.5,4.5,30,116.1,143.83,German,0.0,0
conv_413,3.0,3.5,3.5,30,108.73,125.13,Spanish,0.0,0
conv_414,4.0,5.0,4.5,30,96.83,188.97,English,0.0,0
conv_415,3.0,4.5,4.5,30,92.7,123.57,Dutch,0.0,0
conv_416,4.0,5.0,4.5,30,109.67,150.43,Dutch,0.0,0
conv_417,4.0,4.5,4.5,30,97.47,145.6,Portuguese,0.0,0
conv_418,2.0,2.0,2.0,30,96.97,109.17,Swahili,0.0,0
conv_419,2.0,2.0,2.0,30,102.03,95.6,Swahili,0.0,0
conv_420,3.0,4.5,3.5,30,105.43,148.6,Dutch,0.0,0
conv_421,4.0,4.5,4.5,30,101.93,142.53,English,0.0,0
conv_422,2.0,2.0,2.5,30,116.3,126.37,French,0.0,0
conv_423,4.0,5.5,4.5,30,111.9,149.5,French,0.0,0
conv_424,2.0,2.0,2.0,30,102.7,103.47,Swahili,0.0,0
conv_425,6.5,6.5,6.5,30,95.2,198.47,English,0.0,0
conv_426,5.0,5.0,4.5,30,94.53,138.93,Portuguese,0.0,0
conv_427,3.0,3.0,3.5,30,104.13,133.23,Dutch,0.0,0
conv_428,3.0,3.5,3.5,30,94.83,176.53,English,0.0,0
conv_429,3.0,3.5,3.5,30,117.0,135.83,French,0.0,0
conv_430,2.0,3.0,3.5,30,110.87,137.13,Spanish,0.0,0
conv_431,3.0,4.5,3.5,30,93.27,175.7,English,0.0,0
conv_432,2.0,2.0,2.0,30,93.1,98.8,Swahili,0.0,0
conv_433,2.0,2.0,2.5,30,104.53,99.3,Swahili,0.0,0
conv_434,4.0,5.0,4.5,30,90.97,159.47,English,0.0,0
conv_435,4.0,4.5,4.5,30,101.63,163.33,Portuguese,0.0,0
conv_436,4.0,5.0,4.5,30,92.53,179.6,English,0.0,0
conv_437,3.0,4.5,4.5,30,109.67,130.13,Spanish,0.0,0
conv_438,2.0,3.0,2.0,30,100.23,100.63,Swahili,0.0,0
conv_439,3.0,3.0,3.0,30,112.73,125.07,Spanish,0.0,0
conv_440,2.0,3.5,2.5,30,102.47,109.0,Swahili,0.0,0
conv_441,2.0,3.0,3.5,30,80.13,73.23,Arabic,0.0,0
conv_442,3.0,3.5,3.5,30,99.13,165.7,English,0.0,0
conv_443,2.0,3.0,3.0,30,120.3,119.1,French,0.0,0
conv_444,3.0,3.5,3.5,30,87.47,157.9,English,0.0,0
conv_445,3.0,4.5,3.5,30,97.2,148.4,Dutch,0.0,0
conv_446,4.0,5.0,4.5,30,106.43,160.3,Dutch,0.0,0
conv_447,6.5,6.5,6.5,30,98.3,223.9,English,0.0,0
conv_448,3.0,3.5,4.5,30,111.17,150.47,French,0.0,0
conv_449,6.5,7.5,6.5,30,117.5,185.97,French,0.0,0
conv_450,2.0,2.0,2.0,30,108.3,103.67,Swahili,0.0,0
conv_451,4.0,5.0,4.5,30,95.33,178.33,English,0.0,0
conv_452,4.0,5.0,4.5,30,96.63,133.47,Dutch,0.0,0
conv_453,3.0,4.5,4.5,30,94.13,149.73,Dutch,0.0,0
conv_454,3.0,3.0,3.5,30,117.47,183.1,French,0.0,0
conv_455,3.0,3.5,3.5,30,97.67,120.53,Spanish,0.0,0
conv_456,2.0,3.5,3.5,30,83.33,79.6,Arabic,0.0,0
conv_457,3.0,4.5,4.5,30,104.5,152.73,German,0.0,0
conv_458,3.0,4.5,4.5,30,115.53,168.47,French,0.0,0
conv_459,3.0,4.5,4.5,30,120.13,181.4,French,0.0,0
conv_460,2.0,3.0,2.5,30,103.93,136.03,Spanish,0.0,0
conv_461,3.0,3.5,3.5,30,114.3,161.47,German,0.0,0
conv_462,3.0,3.5,3.5,30,101.83,150.0,English,0.0,0
conv_463,3.0,4.5,3.5,30,101.3,123.67,Dutch,0.0,0
conv_464,3.0,4.5,3.5,30,108.77,116.37,Spanish,0.0,0
conv_465,4.0,4.5,4.5,30,100.27,143.17,Dutch,0.0,0
conv_466,3.0,4.5,4.5,30,96.63,180.53,English,0.0,0
conv_467,3.0,3.5,3.5,30,112.77,123.0,Spanish,0.0,0
conv_468,3.0,3.0,2.0,30,102.33,106.57,Swahili,0.0,0
conv_469,3.0,3.5,3.5,30,117.47,154.3,French,0.0,0
conv_470,7.5,7.5,6.5,30,102.97,149.17,Portuguese,0.0,0
conv_471,2.0,3.5,2.5,30,109.03,110.2,Swahili,0.0,0
conv_472,5.0,6.5,6.5,30,98.0,156.73,English,0.0,0
conv_473,2.0,2.0,2.0,30,99.53,107.67,Swahili,0.0,0
conv_474,3.0,4.5,3.5,30,107.43,139.87,Dutch,0.0,0
conv_475,3.0,3.0,3.5,30,96.97,142.2,English,0.0,0
conv_476,3.0,3.5,3.5,30,84.53,72.77,Arabic,0.0,0
conv_477,3.0,3.5,3.5,30,113.0,144.4,Spanish,0.0,0
conv_478,3.0,4.5,4.5,30,97.3,162.57,English,0.0,0
conv_479,6.5,6.5,4.5,30,95.9,185.3,English,0.0,0
conv_480,3.0,3.5,3.5,30,114.03,141.1,French,0.0,0
conv_481,3.0,3.5,3.5,30,110.97,104.23,German,0.0,0
conv_482,3.0,3.5,3.5,30,101.53,156.83,English,0.0,0
conv_483,4.0,4.5,4.5,30,96.3,172.93,English,0.0,0
conv_484,6.5,6.5,6.5,30,109.97,161.33,Dutch,0.0,0
conv_485,3.0,3.0,3.5,30,105.83,113.43,Swahili,0.0,0
conv_486,2.0,3.0,2.0,30,93.9,162.9,English,0.0,0
conv_487,4.0,5.0,4.5,30,95.13,170.43,English,0.0,0
conv_488,4.0,5.0,5.5,30,103.2,182.3,English,0.0,0
conv_489,4.0,5.0,4.5,30,113.1,152.27,Dutch,0.0,0
conv_490,3.0,3.5,3.5,30,113.0,133.43,Spanish,0.0,0
conv_491,3.5,4.5,4.5,30,124.13,123.03,French,0.0,0
conv_492,3.0,3.5,3.5,30,117.93,134.1,French,0.0,0
conv_493,4.0,4.5,4.5,30,109.93,136.8,Portuguese,0.0,0
conv_494,2.0,2.0,2.5,30,112.43,124.37,Spanish,0.0,0
conv_495,4.0,4.5,4.5,30,114.67,154.73,German,0.0,0
conv_496,4.0,4.5,4.5,30,95.27,180.83,English,0.0,0
conv_497,3.0,3.0,3.5,30,108.87,122.37,Spanish,0.0,0
conv_498,2.0,2.0,2.5,30,93.27,73.43,Arabic,0.0,0
conv_499,2.0,2.0,2.0,30,121.5,125.43,French,0.0,0
