conversation_id,user_rating,self_rating,judge_rating,total_turns,avg_user_length,avg_bot_length,primary_language,error_rate,error_count
conv_379,8.5,8.5,8.5,30,123.73,672.07,German,0.533,16
conv_380,9.0,8.5,9.0,30,110.67,706.0,French,0.533,16
conv_381,9.0,8.5,8.5,30,82.23,469.6,Arabic,0.533,16
conv_382,9.0,9.0,8.5,30,104.17,618.3,Spanish,0.533,16
conv_383,9.0,8.5,8.5,30,76.57,644.7,French,0.533,16
conv_384,9.0,8.5,8.5,30,102.13,678.13,Dutch,0.533,16
conv_385,9.0,9.0,9.5,30,97.83,677.53,English,0.533,16
conv_386,9.0,9.0,9.0,30,115.53,677.2,French,0.533,16
conv_387,9.0,8.5,8.5,30,96.33,687.9,English,0.533,16
conv_388,9.0,8.5,8.5,30,104.5,675.17,French,0.533,16
conv_389,9.0,8.5,8.5,30,102.0,627.0,Portuguese,0.533,16
conv_390,9.0,9.0,9.5,30,97.83,696.47,English,0.533,16
conv_391,9.0,9.0,9.0,30,118.07,733.57,English,0.533,16
conv_392,9.0,8.5,8.5,30,100.7,618.83,Spanish,0.533,16
conv_393,9.0,9.0,8.5,30,116.47,640.9,Spanish,0.533,16
conv_394,9.0,8.5,8.5,30,104.0,684.87,Dutch,0.533,16
conv_395,9.0,9.0,9.0,30,99.17,595.23,Spanish,0.533,16
conv_396,9.0,9.0,9.0,30,100.77,653.6,Spanish,0.533,16
conv_397,9.0,9.0,9.0,30,93.1,615.1,Spanish,0.533,16
conv_398,9.0,9.0,9.0,30,110.33,654.73,Spanish,0.533,16
conv_399,9.0,9.0,8.5,30,100.63,664.67,French,0.533,16
conv_400,9.0,9.0,9.0,30,100.37,691.67,English,0.533,16
conv_401,9.0,8.5,8.5,30,96.37,731.4,English,0.533,16
conv_402,9.0,8.5,8.5,30,107.03,696.73,English,0.533,16
conv_403,9.0,9.0,8.5,30,92.3,572.53,Swahili,0.533,16
conv_404,9.0,8.5,8.5,30,86.47,663.5,English,0.533,16
conv_405,9.0,8.5,8.5,30,91.03,628.1,Dutch,0.533,16
conv_406,9.0,8.5,8.5,30,101.5,707.23,English,0.533,16
conv_407,9.0,9.0,9.0,30,114.8,716.53,English,0.533,16
conv_408,9.0,8.5,8.5,30,92.93,637.67,Dutch,0.533,16
conv_409,9.0,9.0,9.0,30,109.33,676.4,Portuguese,0.533,16
conv_410,9.0,9.0,8.5,30,109.77,611.13,Spanish,0.533,16
conv_411,8.5,8.5,8.5,30,104.07,660.03,Dutch,0.533,16
conv_412,9.0,9.0,8.5,30,124.6,701.43,German,0.533,16
conv_413,9.0,8.5,8.5,30,87.87,627.67,Spanish,0.533,16
conv_414,9.0,9.0,9.0,30,108.53,714.8,English,0.533,16
conv_415,9.0,8.5,8.5,30,86.47,643.67,Dutch,0.533,16
conv_416,9.0,8.5,8.5,30,127.37,695.57,Dutch,0.533,16
conv_417,9.0,9.0,9.0,30,82.87,624.5,Portuguese,0.533,16
conv_418,9.0,9.0,8.5,30,95.33,571.3,Swahili,0.533,16
conv_419,9.0,9.0,9.0,30,102.13,564.73,Swahili,0.533,16
conv_420,9.0,8.5,8.5,30,109.6,686.07,Dutch,0.533,16
conv_421,9.0,9.0,9.0,30,103.97,762.07,English,0.533,16
conv_422,9.0,9.0,9.0,30,117.63,702.13,French,0.533,16
conv_423,9.0,9.0,9.0,30,101.6,678.97,French,0.533,16
conv_424,9.0,8.5,8.5,30,100.6,573.53,Swahili,0.533,16
conv_425,9.0,8.5,9.0,30,99.63,674.1,English,0.533,16
conv_426,9.0,9.0,8.5,30,86.57,648.37,Portuguese,0.533,16
conv_427,9.0,8.5,8.5,30,106.13,628.1,Dutch,0.533,16
conv_428,9.0,9.0,9.0,30,100.1,685.2,English,0.533,16
conv_429,9.0,8.5,8.5,30,107.0,676.73,French,0.533,16
conv_430,9.0,8.5,8.5,30,98.97,647.83,Spanish,0.533,16
conv_431,9.0,8.5,8.5,30,104.17,688.8,English,0.533,16
conv_432,9.0,8.5,8.5,30,91.4,570.07,Swahili,0.533,16
conv_433,9.0,8.5,8.5,30,93.23,560.0,Swahili,0.533,16
conv_434,9.0,8.5,8.5,30,94.23,713.2,English,0.533,16
conv_435,9.0,8.5,8.5,30,95.4,668.63,Portuguese,0.533,16
conv_436,9.0,8.5,8.5,30,97.13,644.43,English,0.533,16
conv_437,9.0,9.0,8.5,30,92.43,640.67,Spanish,0.533,16
conv_438,9.0,8.5,8.5,30,100.73,562.9,Swahili,0.533,16
conv_439,9.0,9.0,9.0,30,102.17,624.37,Spanish,0.533,16
conv_440,9.0,8.5,8.5,30,101.93,555.73,Swahili,0.533,16
conv_441,9.0,8.5,8.5,30,80.27,473.97,Arabic,0.533,16
conv_442,9.0,9.0,8.5,30,97.03,698.6,English,0.533,16
conv_443,9.0,9.0,8.5,30,100.57,657.7,French,0.533,16
conv_444,9.0,9.0,9.0,30,103.93,714.57,English,0.533,16
conv_445,9.0,8.5,8.5,30,99.1,673.53,Dutch,0.533,16
conv_446,8.5,7.5,7.5,30,99.53,617.8,Dutch,0.533,16
conv_447,9.0,9.0,8.5,30,90.5,648.63,English,0.533,16
conv_448,9.0,8.5,8.5,30,99.8,677.07,French,0.533,16
conv_449,9.0,9.0,8.5,30,106.03,661.57,French,0.533,16
conv_450,9.0,8.5,8.5,30,106.23,582.2,Swahili,0.533,16
conv_451,9.0,9.0,8.5,30,93.57,689.33,English,0.533,16
conv_452,8.5,8.5,8.5,30,88.17,628.17,Dutch,0.533,16
conv_453,9.0,8.5,8.5,30,96.07,659.07,Dutch,0.533,16
conv_454,9.0,9.0,9.0,30,98.4,672.57,French,0.533,16
conv_455,9.0,9.0,9.0,30,89.1,627.6,Spanish,0.533,16
conv_456,9.0,9.0,9.0,30,83.0,474.1,Arabic,0.533,16
conv_457,9.0,9.0,8.5,30,108.37,697.5,German,0.533,16
conv_458,9.0,8.5,8.5,30,119.67,703.27,French,0.533,16
conv_459,9.0,9.0,9.0,30,121.3,698.33,French,0.533,16
conv_460,9.0,8.5,8.5,30,102.43,621.93,Spanish,0.533,16
conv_461,9.0,9.0,8.5,30,126.5,690.33,German,0.533,16
conv_462,9.0,9.0,8.5,30,108.47,746.43,English,0.533,16
conv_463,9.0,8.5,8.5,30,102.73,644.53,Dutch,0.533,16
conv_464,9.0,9.0,8.5,30,98.9,610.9,Spanish,0.533,16
conv_465,9.0,9.0,8.5,30,88.3,654.83,Dutch,0.533,16
conv_466,9.0,9.0,9.0,30,96.17,711.67,English,0.533,16
conv_467,9.0,9.0,9.0,30,110.2,644.57,Spanish,0.533,16
conv_468,9.0,8.5,8.5,30,92.43,571.5,Swahili,0.533,16
conv_469,9.0,9.0,8.5,30,110.97,661.4,French,0.533,16
conv_470,9.0,8.5,8.5,30,101.67,668.47,Portuguese,0.533,16
conv_471,9.0,9.0,8.5,30,109.27,559.27,Swahili,0.533,16
conv_472,9.0,9.0,9.0,30,108.93,720.7,English,0.533,16
conv_473,9.0,9.0,9.0,30,103.03,562.47,Swahili,0.533,16
conv_474,9.0,8.5,8.5,30,101.27,641.9,Dutch,0.533,16
conv_475,9.0,8.5,8.5,30,99.5,690.77,English,0.533,16
conv_476,9.0,9.0,9.0,30,81.7,479.2,Arabic,0.533,16
conv_477,9.0,9.0,9.0,30,107.1,665.67,Spanish,0.533,16
conv_478,9.0,9.0,9.0,30,108.7,681.6,English,0.533,16
conv_479,9.0,9.0,9.0,30,103.97,687.53,English,0.533,16
conv_480,9.0,8.5,9.0,30,107.4,680.5,French,0.533,16
conv_481,9.0,8.5,8.5,30,107.0,699.4,German,0.533,16
conv_482,9.0,9.0,9.0,30,105.73,723.6,English,0.533,16
conv_483,9.0,8.5,8.5,30,96.3,755.23,English,0.533,16
conv_484,9.0,8.5,8.5,30,102.7,721.07,Dutch,0.533,16
conv_485,9.0,9.0,8.5,30,92.27,565.7,Swahili,0.533,16
conv_486,9.0,9.0,8.5,30,100.57,702.23,English,0.533,16
conv_487,9.0,8.5,8.5,30,96.43,679.5,English,0.533,16
conv_488,9.0,9.0,9.5,30,104.17,719.5,English,0.533,16
conv_489,9.0,9.0,9.0,30,121.17,694.23,Dutch,0.533,16
conv_490,9.0,9.0,9.0,30,124.47,617.5,Spanish,0.533,16
conv_491,9.0,8.5,8.5,30,126.33,736.4,French,0.533,16
conv_492,9.0,9.0,9.0,30,107.6,693.07,French,0.533,16
conv_493,9.0,8.5,8.5,30,98.37,692.93,Portuguese,0.533,16
conv_494,9.0,9.0,9.0,30,112.43,642.87,Spanish,0.533,16
conv_495,9.0,8.5,8.5,30,110.77,665.13,German,0.533,16
conv_496,9.0,9.0,8.5,30,109.33,731.57,English,0.533,16
conv_497,9.0,9.0,9.0,30,101.57,623.63,Spanish,0.533,16
conv_498,9.0,8.5,8.5,30,82.03,474.33,Arabic,0.533,16
conv_499,9.0,9.0,9.0,30,106.47,687.57,French,0.533,16
