"conversation_id","helpfulness","clarity","accuracy","helpfulness_reasoning","clarity_reasoning","accuracy_reasoning","total_turns","avg_user_length","avg_bot_length","language","sensitive_score","sensitive_count"
"conv_154",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,106.26666666666667,674.0333333333333,"English",0.0,0
"conv_155",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,115.16666666666667,709.7333333333333,"English",0.0,0
"conv_156",9.0,8.0,9.0,"9 De chatbot biedt nutt","8 Reasoning: - The chatbot","9 De chatbot geeft accurate informatie",60,90.73333333333333,628.1666666666666,"English",0.0,0
"conv_157",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,121.9,675.7,"English",0.0,0
"conv_158",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are generally","9 Reasoning: * The chat",60,140.13333333333333,712.2666666666667,"English",0.0,0
"conv_159",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,98.7,623.0,"English",0.0,0
"conv_160",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: De chatbot gee",60,112.46666666666667,702.9,"English",0.0,0
"conv_161",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,98.96666666666667,692.2333333333333,"English",0.0,0
"conv_162",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,109.6,733.4666666666667,"English",0.0,0
"conv_163",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,107.83333333333333,701.0333333333333,"English",0.0,0
"conv_164",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,92.43333333333334,604.9666666666667,"English",0.0,0
"conv_165",9.0,8.0,9.0,"9 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 Reasoning: The chatbot provides",60,111.86666666666666,678.7666666666667,"English",0.0,0
"conv_166",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,114.93333333333334,719.1,"English",0.0,0
"conv_167",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,91.23333333333333,572.2,"English",0.0,0
"conv_168",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,116.0,684.2666666666667,"English",0.0,0
"conv_169",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 Reasoning: - The chatbot","9 Reasoning: * The chat",60,98.3,645.2,"English",0.0,0
"conv_170",9.0,9.0,9.0,"9 Uchambuzi: Chat","9 Uchambuzi: Chat","9 Uchambuzi: Chat",60,95.93333333333334,571.7,"English",0.0,0
"conv_171",8.0,8.0,9.0,"8 De chatbot biedt nutt","8 Reasoning: - The chatbot","9 De chatbot geeft over het",60,85.7,640.6,"English",0.0,0
"conv_172",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 El chatbot proporciona información precisa",60,93.16666666666667,605.7666666666667,"English",0.0,0
"conv_173",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: The chatbot's","9 Reasoning: The chatbot provides",60,115.96666666666667,619.0666666666667,"English",0.0,0
"conv_174",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,102.4,666.5666666666667,"English",0.0,0
"conv_175",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,90.7,702.2,"English",0.0,0
"conv_176",9.0,9.0,9.0,"9 The chatbot provides helpful and informative","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,104.53333333333333,664.7333333333333,"English",0.0,0
"conv_177",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot's responses are generally",60,103.66666666666667,646.8,"English",0.0,0
"conv_178",8.0,9.0,9.0,"8 The chatbot provides helpful and relevant","9 Reasoning: - The chatbot","9 Reasoning: * The chat",60,102.3,618.4666666666667,"English",0.0,0
"conv_179",10.0,9.0,9.0,"10 Reasoning: - The chatbot","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,99.56666666666666,670.9666666666667,"English",0.0,0
"conv_180",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: * The chat",60,104.96666666666667,659.7666666666667,"English",0.0,0
"conv_181",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,109.53333333333333,707.1666666666666,"English",0.0,0
"conv_182",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,95.76666666666667,661.3,"English",0.0,0
"conv_183",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,84.6,500.0,"English",0.0,0
"conv_184",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 The chatbot provides generally accurate and",60,114.73333333333333,688.1,"English",0.0,0
"conv_185",8.0,8.0,8.0,"8 De chatbot biedt nutt","8 Reasoning: * The chatbot","8 De chatbot geeft over het",60,102.2,632.8,"English",0.0,0
"conv_186",10.0,9.0,9.0,"10 The chatbot's responses are consistently","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,103.76666666666667,700.0666666666667,"English",0.0,0
"conv_187",9.0,9.0,9.0,"9 The chatbot's responses are extremely","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,107.93333333333334,659.7333333333333,"English",0.0,0
"conv_188",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 Reasoning: - The chatbot",60,103.93333333333334,684.2,"English",0.0,0
"conv_189",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,93.8,634.5333333333333,"English",0.0,0
"conv_190",8.0,8.0,9.0,"8 Reasoning: The chatbot provides","8 Reasoning: The chatbot's","9 Reasoning: De chatbot gee",60,85.1,625.0,"English",0.0,0
"conv_191",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: - La información",60,100.83333333333333,613.4,"English",0.0,0
"conv_192",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,110.26666666666667,680.4333333333333,"English",0.0,0
"conv_193",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 De chatbot geeft accurate informatie",60,107.23333333333333,677.5666666666667,"English",0.0,0
"conv_194",8.0,8.0,8.0,"8 Reasoning: The chatbot provides","8 The chatbot's responses are clear","8 Reasoning: The chatbot provides",60,109.4,681.3333333333334,"English",0.0,0
"conv_195",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,111.56666666666666,670.3,"English",0.0,0
"conv_196",8.0,8.0,9.0,"8 The chatbot provides helpful and relevant","8 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,103.9,643.1333333333333,"English",0.0,0
"conv_197",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 Reasoning: * The chatbot","8 De chatbot geeft over het",60,96.83333333333333,644.0,"English",0.0,0
"conv_198",9.0,9.0,10.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,100.9,670.9,"English",0.0,0
"conv_199",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 Reasoning: - The chatbot",60,124.33333333333333,699.7333333333333,"English",0.0,0
"conv_200",9.0,9.0,8.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","8 The chatbot provides accurate and helpful",60,103.66666666666667,555.4666666666667,"English",0.0,0
"conv_201",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,112.0,547.6666666666666,"English",0.0,0
"conv_202",9.0,8.0,9.0,"9 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 The chatbot provided accurate and helpful",60,87.53333333333333,621.2333333333333,"English",0.0,0
"conv_203",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,101.76666666666667,637.7,"English",0.0,0
"conv_204",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,109.9,683.9,"English",0.0,0
"conv_205",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 The chatbot provides accurate and evidence",60,102.9,651.2,"English",0.0,0
"conv_206",10.0,9.0,10.0,"10 The chatbot's responses are consistently","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,91.93333333333334,655.8,"English",0.0,0
"conv_207",9.0,9.0,8.0,"9 The chatbot provides helpful and relevant","9 The chatbot's responses are clear","8 Reasoning: * The chat",60,110.33333333333333,625.1666666666666,"English",0.0,0
"conv_208",9.0,9.0,9.0,"**9** The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,107.9,684.2333333333333,"English",0.0,0
"conv_209",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 Reasoning: The chatbot's","8 Reasoning: De chatbot gee",60,100.36666666666666,622.7,"English",0.0,0
"conv_210",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,97.63333333333334,682.8333333333334,"English",0.0,0
"conv_211",9.0,9.0,10.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","10 The chatbot's responses are accurate",60,84.0,665.1333333333333,"English",0.0,0
"conv_212",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 Reasoning: - The chatbot","9 Justification: - The chatbot",60,91.26666666666667,623.4,"English",0.0,0
"conv_213",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 Uchambuzi: Chat",60,95.13333333333334,562.1,"English",0.0,0
"conv_214",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 El chatbot proporciona información precisa",60,91.83333333333333,612.0,"English",0.0,0
"conv_215",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and supportive",60,100.96666666666667,722.4333333333333,"English",0.0,0
"conv_216",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and helpful",60,105.63333333333334,718.7,"English",0.0,0
"conv_217",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,102.43333333333334,707.6666666666666,"English",0.0,0
"conv_218",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 El chatbot proporciona información precisa",60,90.83333333333333,633.9,"English",0.0,0
"conv_219",8.0,8.0,8.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","8 The chatbot provides generally accurate and",60,116.2,695.6,"English",0.0,0
"conv_220",9.0,9.0,9.0,"9 Reasoning: * The chat","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,111.73333333333333,622.1333333333333,"English",0.0,0
"conv_221",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,94.26666666666667,654.2,"English",0.0,0
"conv_222",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 The chatbot's responses are clear","9 Le chatbot fournit des informations",60,111.53333333333333,731.2333333333333,"English",0.0,0
"conv_223",9.0,9.0,9.0,"9 El chatbot proporciona información ú","9 The chatbot's responses are clear","9 El chatbot proporciona información precisa",60,113.56666666666666,626.7333333333333,"English",0.0,0
"conv_224",8.0,9.0,8.0,"8 The chatbot provides helpful and relevant","9 Reasoning: - The chatbot","8 Reasoning: * The chat",60,105.53333333333333,615.8333333333334,"English",0.0,0
"conv_225",8.0,9.0,9.0,"8 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,102.3,690.6333333333333,"English",0.0,0
"conv_226",10.0,9.0,9.0,"10 The chatbot's responses are extremely","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,96.26666666666667,678.9,"English",0.0,0
"conv_227",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,109.06666666666666,694.7666666666667,"English",0.0,0
"conv_228",9.0,9.0,9.0,"9 The chatbot provides helpful and informative","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,98.8,657.8,"English",0.0,0
"conv_229",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and helpful",60,109.4,639.8666666666667,"English",0.0,0
"conv_230",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,106.16666666666667,705.9666666666667,"English",0.0,0
"conv_231",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,85.83333333333333,470.43333333333334,"English",0.0,0
"conv_232",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 Reasoning: The chatbot's","9 De chatbot geeft accurate informatie",60,93.66666666666667,628.8666666666667,"English",0.0,0
"conv_233",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 Uchambuzi: Chat",60,91.46666666666667,582.1,"English",0.0,0
"conv_234",9.0,9.0,9.0,"9 The chatbot provides helpful and informative","9 Reasoning: - The chatbot","9 De chatbot geeft accurate informatie",60,93.8,658.0333333333333,"English",0.0,0
"conv_235",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,73.43333333333334,631.3,"English",0.0,0
"conv_236",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and sensitive",60,111.16666666666667,709.6,"English",0.0,0
"conv_237",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and helpful",60,96.23333333333333,694.6666666666666,"English",0.0,0
"conv_238",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,96.9,579.9666666666667,"English",0.0,0
"conv_239",9.0,9.0,10.0,"9 The chatbot provides clear, actionable","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,87.66666666666667,656.6,"English",0.0,0
"conv_240",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 El chatbot proporciona información precisa",60,102.03333333333333,633.5333333333333,"English",0.0,0
"conv_241",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot's responses are generally",60,103.4,687.2666666666667,"English",0.0,0
"conv_242",10.0,9.0,9.0,"10 The chatbot provides extremely helpful responses","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,101.4,741.5333333333333,"English",0.0,0
"conv_243",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 The chatbot provides accurate and evidence",60,115.4,704.2333333333333,"English",0.0,0
"conv_244",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: - De chatbot",60,103.06666666666666,644.9666666666667,"English",0.0,0
"conv_245",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,101.76666666666667,623.5,"English",0.0,0
"conv_246",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,103.1,752.0,"English",0.0,0
"conv_247",10.0,9.0,9.0,"10 The chatbot's responses are extremely","9 Reasoning: - The chatbot","9 The chatbot provides accurate and supportive",60,120.33333333333333,740.9666666666667,"English",0.0,0
"conv_248",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,115.13333333333334,722.8333333333334,"English",0.0,0
"conv_249",8.0,8.0,9.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","9 The chatbot provides accurate and helpful",60,101.26666666666667,556.2333333333333,"English",0.0,0
"conv_250",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,102.76666666666667,700.6666666666666,"English",0.0,0
"conv_251",9.0,8.0,9.0,"9 The chatbot provides helpful and actionable","8 Reasoning: The chatbot's","9 El chatbot proporciona información precisa",60,97.9,631.7333333333333,"English",0.0,0
"conv_252",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and helpful",60,118.46666666666667,688.4333333333333,"English",0.0,0
"conv_253",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,109.66666666666667,700.8333333333334,"English",0.0,0
"conv_254",8.0,8.0,9.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","9 The chatbot provided accurate and evidence",60,100.93333333333334,558.9333333333333,"English",0.0,0
"conv_255",10.0,9.0,9.0,"10 The chatbot provides extremely helpful and","9 Reasoning: - The chatbot","9 The chatbot provides accurate and supportive",60,111.96666666666667,726.0333333333333,"English",0.0,0
"conv_256",8.0,9.0,9.0,"8 The chatbot provides helpful and relevant","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,109.03333333333333,672.4,"English",0.0,0
"conv_257",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,79.9,556.1333333333333,"English",0.0,0
"conv_258",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,109.06666666666666,686.0666666666667,"English",0.0,0
"conv_259",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 Reasoning: The chatbot provides",60,89.76666666666667,520.4666666666667,"English",0.0,0
"conv_260",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 El chatbot proporciona información general",60,110.36666666666666,645.4333333333333,"English",0.0,0
"conv_261",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,99.96666666666667,685.0333333333333,"English",0.0,0
"conv_262",8.0,8.0,9.0,"8 Reasoning: * The chatbot","8 Reasoning: - The chatbot","9 De chatbot geeft accurate en",60,86.23333333333333,646.3666666666667,"English",0.0,0
"conv_263",9.0,9.0,9.0,"9 The chatbot provided helpful and relevant","9 The chatbot's responses are clear","9 Explanation: The chatbot's responses",60,93.4,565.8,"English",0.0,0
"conv_264",10.0,9.0,9.0,"10 The chatbot's responses are extremely","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,96.93333333333334,694.6,"English",0.0,0
"conv_265",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 The chatbot provided accurate and evidence",60,86.26666666666667,652.7333333333333,"English",0.0,0
"conv_266",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,106.4,683.4666666666667,"English",0.0,0
"conv_267",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 The chatbot's responses are generally",60,85.16666666666667,462.73333333333335,"English",0.0,0
"conv_268",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,96.43333333333334,709.4,"English",0.0,0
"conv_269",9.0,9.0,9.0,"9 Explanation: The chatbot provides helpful","9 The chatbot's responses are clear","9 Uchambuzi: Chat",60,99.53333333333333,583.3,"English",0.0,0
"conv_270",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,113.83333333333333,712.6666666666666,"English",0.0,0
"conv_271",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,93.53333333333333,650.7333333333333,"English",0.0,0
"conv_272",9.0,9.0,9.0,"9 Reasoning: * The chatbot","9 Reasoning: - The chatbot","9 De chatbot geeft over het",60,93.13333333333334,678.5333333333333,"English",0.0,0
"conv_273",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,107.4,694.9333333333333,"English",0.0,0
"conv_274",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,112.06666666666666,723.9666666666667,"English",0.0,0
"conv_275",8.0,8.0,9.0,"8 De chatbot biedt nutt","8 Reasoning: - The chatbot","9 De chatbot geeft accurate en",60,98.53333333333333,669.4666666666667,"English",0.0,0
"conv_276",9.0,9.0,9.0,"9 The chatbot provides helpful and relevant","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,105.46666666666667,701.4666666666667,"English",0.0,0
"conv_277",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Le chatbot fournit des informations",60,105.06666666666666,708.8333333333334,"English",0.0,0
"conv_278",9.0,9.0,9.0,"9 Reasoning: The chatbot provides","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,91.4,651.6,"English",0.0,0
"conv_279",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,109.66666666666667,672.0,"English",0.0,0
"conv_280",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and supportive",60,96.6,635.0333333333333,"English",0.0,0
"conv_281",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,120.9,694.5,"English",0.0,0
"conv_282",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,91.26666666666667,639.6333333333333,"English",0.0,0
"conv_283",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,104.9,673.8666666666667,"English",0.0,0
"conv_284",8.0,8.0,8.0,"8 Reasoning: - The chatbot","8 Reasoning: - The chatbot","8 De chatbot geeft over het",60,101.73333333333333,655.9666666666667,"English",0.0,0
"conv_285",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,105.36666666666666,594.3333333333334,"English",0.0,0
"conv_286",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,100.4,687.6666666666666,"English",0.0,0
"conv_287",8.0,9.0,9.0,"8 De chatbot biedt nutt","9 Reasoning: The chatbot's","9 De chatbot geeft accurate en",60,102.8,678.3666666666667,"English",0.0,0
"conv_288",8.0,9.0,9.0,"8 The chatbot provides helpful and relevant","9 Reasoning: - The chatbot","9 Justification: - O chatbot",60,100.23333333333333,651.5333333333333,"English",0.0,0
"conv_289",9.0,9.0,9.0,"9 Reasoning: - The chatbot","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,94.33333333333333,664.1333333333333,"English",0.0,0
"conv_290",8.0,8.0,8.0,"8 Le chatbot fournit des informations","8 The chatbot's responses are generally","8 Le chatbot fournit des informations",60,102.26666666666667,677.4666666666667,"English",0.0,0
"conv_291",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,98.63333333333334,687.4333333333333,"English",0.0,0
"conv_292",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,105.03333333333333,706.2666666666667,"English",0.0,0
"conv_293",8.0,8.0,9.0,"8 Reasoning: - The chatbot","8 The chatbot's responses are generally","9 Reasoning: - The chatbot",60,94.9,671.5,"English",0.0,0
"conv_294",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: * The chat","9 The chatbot's responses are generally",60,91.73333333333333,609.9,"English",0.0,0
"conv_295",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,102.73333333333333,679.3333333333334,"English",0.0,0
"conv_296",9.0,9.0,9.0,"9 The chatbot provided helpful and relevant","9 Explanation: The chatbot's responses","9 Explanation: The chatbot's responses",60,97.63333333333334,545.5333333333333,"English",0.0,0
"conv_297",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,95.76666666666667,593.1333333333333,"English",0.0,0
"conv_298",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: * The chatbot","9 De chatbot geeft over het",60,115.5,712.7666666666667,"English",0.0,0
"conv_299",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provided accurate and helpful",60,101.33333333333333,598.3333333333334,"English",0.0,0
"conv_300",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 De chatbot geeft accurate en",60,96.93333333333334,661.1666666666666,"English",0.0,0
"conv_301",8.0,8.0,9.0,"8 The chatbot provides helpful information about","8 The chatbot's responses are generally","9 The chatbot provides accurate and evidence",60,110.6,698.3,"English",0.0,0
"conv_302",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,108.7,680.4333333333333,"English",0.0,0
"conv_303",9.0,8.0,8.0,"9 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","8 The chatbot provides accurate and helpful",60,109.43333333333334,694.2333333333333,"English",0.0,0
"conv_304",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,115.0,711.8333333333334,"English",0.0,0
"conv_305",9.0,9.0,9.0,"9 Explanation: The chatbot provides helpful","9 The chatbot's responses are clear","9 Explanation: - The chatbot provides",60,110.46666666666667,571.8666666666667,"English",0.0,0
"conv_306",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 The chatbot's responses are generally",60,79.46666666666667,470.56666666666666,"English",0.0,0
"conv_307",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 Reasoning: * The chat",60,97.26666666666667,645.4,"English",0.0,0
"conv_308",10.0,9.0,10.0,"10 The chatbot's responses are consistently","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,106.03333333333333,705.0333333333333,"English",0.0,0
